Date/Time(PST),BATT(V),CHLOR-A(ug/L),COND(mS/cm),DO(mg/L),DO%(% Sat),pH(units),Temp(C)
2019-12-19 18:00:00,,7.51,0.128,12.25,93.6,8.52,3.76
2019-12-19 17:00:00,,7.55,0.128,12.24,93.59,8.53,3.78
2019-12-19 16:00:00,12.71,7.36,0.128,12.27,93.74,8.54,3.77
2019-12-19 15:00:00,,7.72,0.128,12.34,94.06,8.53,3.69
2019-12-19 14:00:00,,8.06,0.129,12.38,94.09,8.55,3.56
2019-12-19 13:00:00,,7.71,0.128,12.38,94.24,8.49,3.63
2019-12-19 12:00:00,,7.49,0.128,12.35,94.09,8.61,3.65
2019-12-19 11:00:00,,7.37,0.129,12.35,94.04,8.59,3.66
2019-12-19 10:00:00,,8.79,0.129,12.37,94.11,8.54,3.61
2019-12-19 09:00:00,,5.97,0.129,12.3,93.55,8.51,3.59
2019-12-19 08:00:00,,7.14,0.129,12.3,93.58,8.5,3.62
2019-12-19 07:00:00,,6.12,0.129,12.3,93.56,8.56,3.61
2019-12-19 06:00:00,,5.88,0.129,12.28,93.27,8.55,3.55
2019-12-19 05:00:00,,5.61,0.129,12.2,92.67,8.55,3.54
2019-12-19 04:00:00,12.71,6.24,0.13,12.2,92.5,8.54,3.47
2019-12-19 03:00:00,,6.52,0.13,12.16,92.26,8.55,3.5
2019-12-19 02:00:00,,6.3,0.13,12.1,92.01,8.55,3.58
2019-12-19 01:00:00,,6.45,0.13,12.05,91.58,8.54,3.57
2019-12-19 00:00:00,,5.93,0.13,12.03,91.51,8.54,3.61
2019-12-18 23:00:00,,6.27,0.13,12.13,92.03,8.55,3.51
2019-12-18 22:00:00,,5.81,0.13,12.13,92.23,8.55,3.6
2019-12-18 21:00:00,,6.31,0.131,12.17,92.89,8.55,3.72
2019-12-18 20:00:00,,6.12,0.13,12.1,92.39,8.53,3.74
2019-12-18 19:00:00,,6.14,0.13,12.16,92.96,8.53,3.78
2019-12-18 18:00:00,,5.87,0.13,12.11,92.78,8.54,3.87
2019-12-18 17:00:00,,6.27,0.131,12.18,93.22,8.54,3.85
2019-12-18 16:00:00,12.94,6.18,0.131,12.14,93.02,8.55,3.89
2019-12-18 15:00:00,,6.15,0.131,12.16,93.35,8.56,3.94
2019-12-18 14:00:00,,6.8,0.131,12.14,93.19,8.54,3.96
2019-12-18 13:00:00,,5.83,0.131,12.18,93.64,8.54,4
2019-12-18 12:00:00,,5.92,0.131,12.22,93.89,8.55,3.98
2019-12-18 11:00:00,,6.23,0.131,12.3,94.37,8.56,3.94
2019-12-18 10:00:00,,6.33,0.131,12.29,94.47,8.58,3.98
2019-12-18 09:00:00,,6.23,0.131,12.34,94.92,8.6,4.03
2019-12-18 08:00:00,,6.14,0.131,12.48,95.74,8.65,3.92
2019-12-18 07:00:00,,5.18,0.131,12.37,94.89,8.64,3.93
2019-12-18 06:00:00,,4,0.131,12.54,95.86,8.67,3.79
2019-12-18 05:00:00,,3.35,0.131,12.42,94.81,8.63,3.75
2019-12-18 04:00:00,14.11,3.29,0.131,12.26,93.84,8.62,3.83
2019-12-18 03:00:00,,4.63,0.131,12.27,93.63,8.57,3.72
2019-12-18 02:00:00,,5.59,0.131,12.2,93.24,8.54,3.78
2019-12-18 01:00:00,,6.47,0.131,12.05,92.22,8.49,3.85
2019-12-18 00:00:00,,6.15,0.131,12.02,91.98,8.5,3.84
2019-12-17 23:00:00,,6.37,0.131,12.04,92.18,8.5,3.84
2019-12-17 22:00:00,,6.34,0.131,12.03,92.23,8.49,3.9
2019-12-17 21:00:00,,6.17,0.131,12,92.25,8.51,3.99
2019-12-17 20:00:00,,6.22,0.131,12.07,92.62,8.51,3.94
2019-12-17 19:00:00,,6.51,0.131,12.1,92.93,8.5,3.98
2019-12-17 18:00:00,,6.3,0.131,12.07,92.72,8.51,3.97
2019-12-17 17:00:00,,6.87,0.131,12.11,93.04,8.52,3.97
2019-12-17 16:00:00,12.94,6.53,0.131,12.16,93.47,8.52,4
2019-12-17 15:00:00,,6.07,0.131,12.14,93.42,8.53,4.05
2019-12-17 14:00:00,,6.66,0.131,12.21,93.78,8.54,3.96
2019-12-17 13:00:00,,6.68,0.131,12.17,93.57,8.53,4
2019-12-17 12:00:00,,6.87,0.131,12.26,93.95,8.55,3.89
2019-12-17 11:00:00,,6.44,0.131,12.39,94.97,8.55,3.9
2019-12-17 10:00:00,,6.93,0.131,12.29,94.27,8.56,3.91
2019-12-17 09:00:00,,6.7,0.131,12.32,94.46,8.57,3.91
2019-12-17 08:00:00,,6.27,0.131,12.34,94.66,8.6,3.91
2019-12-17 07:00:00,,7.56,0.131,12.35,94.78,8.62,3.94
2019-12-17 06:00:00,,6.36,0.131,12.49,95.48,8.64,3.78
2019-12-17 05:00:00,,6.05,0.131,12.41,94.9,8.62,3.79
2019-12-17 04:00:00,14.11,5.46,0.131,12.35,94.37,8.6,3.78
2019-12-17 03:00:00,,7.33,0.131,12.11,92.91,8.51,3.93
2019-12-17 02:00:00,,6.55,0.131,12.12,92.87,8.5,3.89
2019-12-17 01:00:00,,6.94,0.131,12.01,92.23,8.47,3.97
2019-12-17 00:00:00,,6.71,0.131,11.92,91.52,8.47,3.97
2019-12-16 23:00:00,,7.2,0.131,12.04,92.48,8.48,3.97
2019-12-16 22:00:00,,6.65,0.131,12.01,92.4,8.48,4.02
2019-12-16 21:00:00,,7.29,0.131,11.94,91.83,8.48,4.01
2019-12-16 20:00:00,,7.17,0.131,12.02,92.37,8.51,3.99
2019-12-16 19:00:00,,7.3,0.131,12.01,92.38,8.49,4.02
2019-12-16 18:00:00,,6.79,0.131,12.03,92.89,8.5,4.16
2019-12-16 17:00:00,,6.71,0.131,12.04,92.83,8.51,4.12
2019-12-16 16:00:00,12.94,6.86,0.131,12.04,92.93,8.5,4.14
2019-12-16 15:00:00,,6.89,0.131,12.19,94.01,8.54,4.13
2019-12-16 14:00:00,,6.83,0.131,12.1,93.41,8.51,4.17
2019-12-16 13:00:00,,6.92,0.131,12.15,93.83,8.52,4.19
2019-12-16 12:00:00,,6.64,0.131,12.23,94.56,8.56,4.22
2019-12-16 11:00:00,,7.1,0.131,12.25,94.78,8.54,4.24
2019-12-16 10:00:00,,6.55,0.131,12.22,94.45,8.57,4.22
2019-12-16 09:00:00,,6.69,0.131,12.25,94.77,8.57,4.23
2019-12-16 08:00:00,,6.34,0.131,12.36,95.47,8.64,4.19
2019-12-16 07:00:00,,5.09,0.131,12.27,94.78,8.63,4.18
2019-12-16 06:00:00,,4.11,0.131,12.15,93.82,8.59,4.16
2019-12-16 05:00:00,,3.02,0.131,12.12,93.47,8.57,4.11
2019-12-16 04:00:00,13.17,5.77,0.131,12.07,92.92,8.55,4.07
2019-12-16 03:00:00,,7.03,0.131,11.98,92.24,8.52,4.06
2019-12-16 02:00:00,,7.41,0.131,11.96,92.04,8.48,4.04
2019-12-16 01:00:00,,7.14,0.131,11.88,91.24,8.48,3.98
2019-12-16 00:00:00,,7.15,0.131,11.93,91.83,8.48,4.04
2019-12-15 23:00:00,,7.07,0.131,11.95,92.11,8.51,4.1
2019-12-15 22:00:00,,7.81,0.131,11.9,91.77,8.5,4.12
2019-12-15 21:00:00,,7.15,0.131,11.95,92.12,8.45,4.12
2019-12-15 20:00:00,,7.23,0.131,11.96,92.31,8.5,4.16
2019-12-15 19:00:00,,7.45,0.131,12.01,92.66,8.5,4.15
2019-12-15 18:00:00,,7.24,0.131,11.98,92.53,8.5,4.18
2019-12-15 17:00:00,,7.16,0.131,11.99,92.65,8.52,4.2
2019-12-15 16:00:00,12.71,7.22,0.131,12.06,92.95,8.54,4.12
2019-12-15 15:00:00,,7.58,0.131,12.09,93.13,8.53,4.08
2019-12-15 14:00:00,,7.5,0.131,12.13,93.55,8.57,4.12
2019-12-15 13:00:00,,7.45,0.131,12.17,93.81,8.55,4.11
2019-12-15 12:00:00,,7.68,0.131,12.25,94.4,8.57,4.09
2019-12-15 11:00:00,,7.13,0.131,12.12,93.87,8.57,4.28
2019-12-15 10:00:00,,7.27,0.131,12.14,93.87,8.57,4.22
2019-12-15 09:00:00,,7.08,0.131,12.18,94.28,8.59,4.28
2019-12-15 08:00:00,,7.23,0.131,12.18,94.29,8.52,4.28
2019-12-15 07:00:00,,7.52,0.131,12.31,94.96,8.63,4.14
2019-12-15 06:00:00,,7.26,0.13,12.24,94.51,8.65,4.16
2019-12-15 05:00:00,,6.5,0.131,12.2,94.15,8.54,4.15
2019-12-15 04:00:00,12.71,6.2,0.131,12.13,93.61,8.55,4.14
2019-12-15 03:00:00,,7.06,0.131,12.04,93,8.6,4.19
2019-12-15 02:00:00,,6.48,0.131,11.98,92.7,8.44,4.25
2019-12-15 01:00:00,,6.98,0.131,11.97,92.61,8.48,4.24
2019-12-15 00:00:00,,7.43,0.131,12.03,93.04,8.51,4.24
2019-12-14 23:00:00,,6.93,0.131,11.98,92.8,8.53,4.28
2019-12-14 22:00:00,,6.93,0.131,11.95,92.58,8.46,4.31
2019-12-14 21:00:00,,6.78,0.131,11.89,92.33,8.46,4.39
2019-12-14 20:00:00,,7.21,0.131,11.99,93.1,8.47,4.39
2019-12-14 19:00:00,,7.68,0.131,11.94,92.76,8.51,4.42
2019-12-14 18:00:00,,7.33,0.131,11.95,92.85,8.48,4.41
2019-12-14 17:00:00,,7.32,0.131,11.91,92.74,8.51,4.49
2019-12-14 16:00:00,12.71,7.39,0.131,11.95,92.95,8.52,4.45
2019-12-14 15:00:00,,7.38,0.131,12.01,93.36,8.53,4.41
2019-12-14 14:00:00,,7.46,0.13,12.22,94.7,8.58,4.31
2019-12-14 13:00:00,,8.53,0.13,12.41,95.88,8.57,4.2
2019-12-14 12:00:00,,7.61,0.131,12.25,94.89,8.54,4.28
2019-12-14 11:00:00,,7.85,0.13,12.12,94.04,8.55,4.34
2019-12-14 10:00:00,,8.11,0.131,12.21,94.87,8.54,4.4
2019-12-14 09:00:00,,7.71,0.131,12.25,95.21,8.62,4.42
2019-12-14 08:00:00,,7.97,0.13,12.39,95.89,8.58,4.25
2019-12-14 07:00:00,,7.62,0.131,12.35,95.71,8.66,4.33
2019-12-14 06:00:00,,7.09,0.131,12.23,95,8.53,4.41
2019-12-14 05:00:00,,6.42,0.13,12.19,94.76,8.53,4.43
2019-12-14 04:00:00,12.94,6.65,0.13,12.19,94.64,8.54,4.38
2019-12-14 03:00:00,,6.88,0.13,12.27,95,8.6,4.27
2019-12-14 02:00:00,,6.84,0.13,12.09,93.98,8.57,4.42
2019-12-14 01:00:00,,7.08,0.13,12.01,93.4,8.52,4.45
2019-12-14 00:00:00,,6.46,0.13,12.02,93.52,8.52,4.47
2019-12-13 23:00:00,,6.54,0.13,12.09,93.88,8.51,4.4
2019-12-13 22:00:00,,6.57,0.13,11.99,93.44,8.48,4.51
2019-12-13 21:00:00,,6.46,0.13,11.96,93.41,8.48,4.59
2019-12-13 20:00:00,,6.57,0.13,12.1,94.34,8.53,4.53
2019-12-13 19:00:00,,6.39,0.13,12.03,93.97,8.54,4.6
2019-12-13 18:00:00,,6.56,0.13,12.06,94.22,8.53,4.61
2019-12-13 17:00:00,,6.81,0.13,12.17,94.92,8.54,4.54
2019-12-13 16:00:00,12.94,6.62,0.13,12.14,94.77,8.53,4.59
2019-12-13 15:00:00,,6.64,0.13,12.06,94.04,8.51,4.54
2019-12-13 14:00:00,,6.7,0.13,12.04,94.08,8.56,4.64
2019-12-13 13:00:00,,6.69,0.13,12.17,95.07,8.55,4.63
2019-12-13 12:00:00,,6.72,0.13,12.18,95.17,8.61,4.62
2019-12-13 11:00:00,,6.94,0.13,12.24,95.71,8.58,4.66
2019-12-13 10:00:00,,7.04,0.13,12.16,95.11,8.58,4.68
2019-12-13 09:00:00,,6.5,0.13,12.15,95.17,8.54,4.71
2019-12-13 08:00:00,,6.55,0.13,12.25,95.95,8.55,4.72
2019-12-13 07:00:00,,6,0.13,12.22,95.64,8.61,4.67
2019-12-13 06:00:00,,4.82,0.13,12.19,95.29,8.61,4.64
2019-12-13 05:00:00,,5.28,0.13,12.14,94.76,8.59,4.6
2019-12-13 04:00:00,13.64,6.3,0.13,12.05,94.05,8.55,4.6
2019-12-13 03:00:00,,6.24,0.13,11.97,93.43,8.55,4.59
2019-12-13 02:00:00,,7.18,0.13,11.96,93.14,8.51,4.5
2019-12-13 01:00:00,,7.57,0.13,11.97,93.24,8.54,4.5
2019-12-13 00:00:00,,6.96,0.13,11.96,93.06,8.52,4.47
2019-12-12 23:00:00,,8.02,0.13,12.09,93.85,8.55,4.37
2019-12-12 22:00:00,,7.42,0.129,12.1,93.85,8.56,4.35
2019-12-12 21:00:00,,7.49,0.129,12.23,94.65,8.55,4.26
2019-12-12 20:00:00,,8.77,0.129,12.2,94.58,8.55,4.33
2019-12-12 19:00:00,,7.64,0.129,12.18,94.5,8.54,4.35
2019-12-12 18:00:00,,7.77,0.128,12.38,95.57,8.6,4.16
2019-12-12 17:00:00,,7.01,0.13,12.13,94.47,8.56,4.49
2019-12-12 16:00:00,12.94,10.07,0.13,12.11,94.45,8.58,4.56
2019-12-12 15:00:00,,6.85,0.13,12.09,94.33,8.58,4.56
2019-12-12 14:00:00,,6.98,0.13,12.13,94.49,8.58,4.51
2019-12-12 13:00:00,,6.77,0.13,12.1,94.41,8.56,4.58
2019-12-12 12:00:00,,7.13,0.13,12.14,94.65,8.52,4.54
2019-12-12 11:00:00,,6.83,0.13,12.09,94.18,8.57,4.5
2019-12-12 10:00:00,,6.81,0.13,12.24,95.44,8.6,4.53
2019-12-12 09:00:00,,6.85,0.131,12.17,94.92,8.59,4.57
2019-12-12 08:00:00,,6.55,0.131,12.07,94.14,8.59,4.57
2019-12-12 07:00:00,,6.82,0.131,12.13,94.6,8.61,4.54
2019-12-12 06:00:00,,4.54,0.131,12.19,94.77,8.65,4.45
2019-12-12 05:00:00,,7.3,0.131,12.09,93.91,8.59,4.41
2019-12-12 04:00:00,13.64,6.04,0.131,12.07,93.56,8.53,4.33
2019-12-12 03:00:00,,7.1,0.131,12.05,93.2,8.57,4.23
2019-12-12 02:00:00,,7.26,0.131,11.96,92.63,8.55,4.28
2019-12-12 01:00:00,,7.44,0.131,11.92,92.4,8.52,4.31
2019-12-12 00:00:00,,8.37,0.131,11.93,92.5,8.52,4.33
2019-12-11 23:00:00,,7.65,0.131,11.98,92.82,8.51,4.29
2019-12-11 22:00:00,,7,0.13,12.07,93.28,8.59,4.22
2019-12-11 21:00:00,,5.85,0.13,12.02,93.1,8.54,4.3
2019-12-11 20:00:00,,5.86,0.131,11.99,92.99,8.56,4.33
2019-12-11 19:00:00,,7.22,0.13,12.02,92.64,8.53,4.11
2019-12-11 18:00:00,,6.29,0.131,12.03,93.06,8.52,4.26
2019-12-11 17:00:00,,6.32,0.131,12.12,93.69,8.53,4.23
2019-12-11 16:00:00,12.71,6.05,0.131,12.01,93.01,8.54,4.27
2019-12-11 15:00:00,,8.12,0.131,12.08,93.34,8.54,4.19
2019-12-11 14:00:00,,6.02,0.131,12.12,93.85,8.54,4.27
2019-12-11 13:00:00,,6.18,0.131,12.07,93.48,8.55,4.28
2019-12-11 12:00:00,,6.01,0.131,12.08,93.48,8.51,4.25
2019-12-11 11:00:00,,6.38,0.131,12.16,93.92,8.57,4.18
2019-12-11 10:00:00,,6.93,0.131,12.24,94.37,8.55,4.12
2019-12-11 09:00:00,,6.31,0.131,12.15,93.93,8.55,4.23
2019-12-11 08:00:00,,6.58,0.131,12.13,93.95,8.59,4.28
2019-12-11 07:00:00,,5.72,0.131,12.12,93.76,8.58,4.26
2019-12-11 06:00:00,,5.58,0.131,12.15,93.86,8.59,4.2
2019-12-11 05:00:00,,5.54,0.131,12.16,93.9,8.6,4.16
2019-12-11 04:00:00,12.71,6.16,0.131,12.04,92.99,8.57,4.18
2019-12-11 03:00:00,,6.05,0.131,12.08,92.88,8.55,4.02
2019-12-11 02:00:00,,6.04,0.131,12.04,92.57,8.53,4.01
2019-12-11 01:00:00,,6.32,0.132,11.98,92.39,8.49,4.11
2019-12-11 00:00:00,,5.79,0.131,11.95,92.12,8.55,4.12
2019-12-10 23:00:00,,6.24,0.132,11.91,91.9,8.5,4.15
2019-12-10 22:00:00,,6.15,0.131,11.93,92.22,8.52,4.21
2019-12-10 21:00:00,,7.87,0.131,11.96,92.48,8.49,4.22
2019-12-10 20:00:00,,6.74,0.131,11.94,92.14,8.51,4.16
2019-12-10 19:00:00,,6.11,0.132,11.99,93.03,8.55,4.34
2019-12-10 18:00:00,,5.84,0.132,11.97,93.03,8.53,4.42
2019-12-10 17:00:00,,5.95,0.132,12.16,94.53,8.55,4.44
2019-12-10 16:00:00,12.71,5.81,0.132,12.12,94.43,8.58,4.52
2019-12-10 15:00:00,,6.09,0.132,12.19,94.93,8.61,4.5
2019-12-10 14:00:00,,5.77,0.132,12.15,94.64,8.59,4.51
2019-12-10 13:00:00,,5.88,0.132,12.18,94.95,8.57,4.55
2019-12-10 12:00:00,,6.78,0.132,12.25,95.36,8.58,4.48
2019-12-10 11:00:00,,5.85,0.132,12.15,94.91,8.57,4.62
2019-12-10 10:00:00,,5.98,0.132,12.06,94.29,8.57,4.66
2019-12-10 09:00:00,,9.01,0.132,12.09,94.56,8.6,4.65
2019-12-10 08:00:00,,5.75,0.132,12.17,95.19,8.64,4.66
2019-12-10 07:00:00,,5.39,0.132,12.19,95.37,8.74,4.69
2019-12-10 06:00:00,,3.56,0.132,12.26,95.61,8.72,4.56
2019-12-10 05:00:00,,2.78,0.132,12.14,94.73,8.65,4.59
2019-12-10 04:00:00,13.64,2.63,0.132,12.06,94.07,8.63,4.54
2019-12-10 03:00:00,,4.48,0.132,12.15,94.14,8.57,4.31
2019-12-10 02:00:00,,5.57,0.132,11.95,93.06,8.53,4.49
2019-12-10 01:00:00,,6.05,0.132,11.86,92.31,8.52,4.49
2019-12-10 00:00:00,,6.25,0.132,11.83,92.19,8.49,4.54
2019-12-09 23:00:00,,5.81,0.132,11.81,92.19,8.51,4.59
2019-12-09 22:00:00,,6.34,0.132,11.99,93.41,8.53,4.51
2019-12-09 21:00:00,,6.07,0.132,11.96,93.39,8.52,4.59
2019-12-09 20:00:00,,6.07,0.132,11.88,92.83,8.53,4.63
2019-12-09 19:00:00,,6.4,0.132,11.95,93.45,8.53,4.65
2019-12-09 18:00:00,,6.06,0.132,11.99,93.9,8.54,4.72
2019-12-09 17:00:00,,6.41,0.132,12.01,93.63,8.55,4.55
2019-12-09 16:00:00,12.71,5.91,0.132,12.04,94.08,8.56,4.61
2019-12-09 15:00:00,,6.77,0.132,11.99,93.9,8.56,4.7
2019-12-09 14:00:00,,6.4,0.132,12.06,94.3,8.58,4.66
2019-12-09 13:00:00,,6.64,0.132,12.09,94.68,8.56,4.7
2019-12-09 12:00:00,,6.33,0.132,12.15,94.95,8.58,4.64
2019-12-09 11:00:00,,6.41,0.132,12.15,94.94,8.58,4.62
2019-12-09 10:00:00,,6.76,0.132,12.17,95.21,8.58,4.67
2019-12-09 09:00:00,,6.21,0.132,12.27,95.96,8.61,4.66
2019-12-09 08:00:00,,5.96,0.132,12.25,95.9,8.63,4.71
2019-12-09 07:00:00,,5.36,0.132,12.15,95.28,8.58,4.78
2019-12-09 06:00:00,,4.7,0.132,12.09,94.86,8.61,4.78
2019-12-09 05:00:00,,5.03,0.132,11.99,94.08,8.6,4.78
2019-12-09 04:00:00,13.41,5.83,0.132,11.97,93.85,8.58,4.76
2019-12-09 03:00:00,,6.5,0.132,11.93,93.27,8.53,4.64
2019-12-09 02:00:00,,6.69,0.132,11.76,92.1,8.49,4.72
2019-12-09 01:00:00,,7.06,0.132,11.76,92.2,8.44,4.77
2019-12-09 00:00:00,,6.73,0.132,11.83,92.77,8.45,4.77
2019-12-08 23:00:00,,6.28,0.132,11.74,92.17,8.46,4.8
2019-12-08 22:00:00,,6.44,0.132,11.84,92.98,8.48,4.82
2019-12-08 21:00:00,,6.69,0.132,11.86,93.12,8.49,4.81
2019-12-08 20:00:00,,7.57,0.132,11.89,93.44,8.52,4.83
2019-12-08 19:00:00,,6.54,0.133,11.96,94.15,8.52,4.9
2019-12-08 18:00:00,,7.11,0.132,11.96,94.1,8.53,4.9
2019-12-08 17:00:00,,6.84,0.132,12,94.53,8.55,4.93
2019-12-08 16:00:00,12.71,6.37,0.132,12.06,95.09,8.58,4.97
2019-12-08 15:00:00,,6.45,0.133,12.02,94.89,8.62,5.02
2019-12-08 14:00:00,,6.47,0.133,12.02,94.97,8.58,5.04
2019-12-08 13:00:00,,6.62,0.133,12.09,95.32,8.58,4.98
2019-12-08 12:00:00,,7.17,0.133,12.15,95.82,8.59,4.99
2019-12-08 11:00:00,,7.01,0.133,12.15,95.83,8.62,4.98
2019-12-08 10:00:00,,7.54,0.133,12.2,96.32,8.64,5.02
2019-12-08 09:00:00,,7.42,0.133,12.52,98.74,8.72,4.98
2019-12-08 08:00:00,,7,0.132,12.6,99.21,8.73,4.91
2019-12-08 07:00:00,,5.82,0.133,12.14,96.1,8.69,5.13
2019-12-08 06:00:00,,4.49,0.133,12.15,96.26,8.75,5.16
2019-12-08 05:00:00,,2.5,0.133,12.03,95.38,8.59,5.2
2019-12-08 04:00:00,13.41,2.36,0.132,12.03,94.99,8.63,5.04
2019-12-08 03:00:00,,3.84,0.131,12.05,94.82,8.59,4.89
2019-12-08 02:00:00,,6.99,0.131,11.94,93.91,8.51,4.87
2019-12-08 01:00:00,,6.72,0.131,11.78,92.87,8.53,4.97
2019-12-08 00:00:00,,6.56,0.131,11.87,93.62,8.54,5
2019-12-07 23:00:00,,6.82,0.131,11.93,93.93,8.55,4.9
2019-12-07 22:00:00,,6.82,0.131,11.85,93.62,8.51,5.04
2019-12-07 21:00:00,,33.82,0.131,11.93,94.11,8.53,4.98
2019-12-07 20:00:00,,7.19,0.131,11.9,94.05,8.56,5.08
2019-12-07 19:00:00,,6.13,0.131,11.93,94.27,8.61,5.05
2019-12-07 18:00:00,,6.88,0.131,11.81,93.46,8.51,5.1
2019-12-07 17:00:00,,7.27,0.131,11.94,94.2,8.48,4.99
2019-12-07 16:00:00,12.71,29.81,0.131,11.96,94.33,8.55,5
2019-12-07 15:00:00,,7.17,0.131,11.88,93.66,8.52,4.98
2019-12-07 14:00:00,,6.7,0.132,11.92,94.31,8.58,5.1
2019-12-07 13:00:00,,7.49,0.132,11.94,94.41,8.54,5.09
2019-12-07 12:00:00,,7.16,0.132,12.04,95.02,8.56,5.01
2019-12-07 11:00:00,,7.16,0.132,12.19,95.9,8.57,4.89
2019-12-07 10:00:00,,8.25,0.131,12.1,95.32,8.57,4.95
2019-12-07 09:00:00,,44.28,0.131,12.17,95.67,8.64,4.86
2019-12-07 08:00:00,,7,0.131,12.04,94.87,8.57,4.93
2019-12-07 07:00:00,,5.81,0.131,12.07,95.1,8.6,4.93
2019-12-07 06:00:00,,6.55,0.131,11.98,94.06,8.56,4.82
2019-12-07 05:00:00,,5.47,0.131,11.96,94.08,8.55,4.89
2019-12-07 04:00:00,12.94,4.46,0.131,11.87,93.21,8.53,4.83
2019-12-07 03:00:00,,7.82,0.131,11.87,93.15,8.52,4.8
2019-12-07 02:00:00,,4.58,0.132,11.74,92.41,8.49,4.92
2019-12-07 01:00:00,,4.16,0.131,11.71,92.16,8.5,4.89
2019-12-07 00:00:00,,4.15,0.132,11.75,92.13,8.49,4.75
2019-12-06 23:00:00,,4.24,0.132,11.79,92.48,8.49,4.76
2019-12-06 22:00:00,,4.08,0.132,11.81,92.77,8.5,4.84
2019-12-06 21:00:00,,4.43,0.132,11.91,93.34,8.52,4.75
2019-12-06 20:00:00,,4.32,0.132,11.92,93.36,8.5,4.71
2019-12-06 19:00:00,,4.44,0.132,11.95,93.57,8.52,4.72
2019-12-06 18:00:00,,4.82,0.132,12,93.92,8.53,4.68
2019-12-06 17:00:00,,4.73,0.132,12.05,93.99,8.52,4.56
2019-12-06 16:00:00,12.71,4.21,0.131,11.95,93.69,8.53,4.75
2019-12-06 15:00:00,,4.74,0.132,12.02,94.07,8.54,4.69
2019-12-06 14:00:00,,4.36,0.132,12.06,94.49,8.55,4.73
2019-12-06 13:00:00,,5.3,0.132,12.1,94.59,8.55,4.64
2019-12-06 12:00:00,,4.66,0.132,12.1,94.15,8.54,4.45
2019-12-06 11:00:00,,11.46,0.132,12.18,95.11,8.58,4.59
2019-12-06 10:00:00,,6.85,0.132,12.09,94.78,8.57,4.74
2019-12-06 09:00:00,,4.63,0.132,12.22,95.37,8.58,4.59
2019-12-06 08:00:00,,4.57,0.132,12.1,94.72,8.58,4.71
2019-12-06 07:00:00,,4.53,0.132,12.1,94.68,8.59,4.68
2019-12-06 06:00:00,,4.33,0.132,12.19,95.09,8.62,4.57
2019-12-06 05:00:00,,21.42,0.132,12.24,95.22,8.62,4.47
2019-12-06 04:00:00,13.64,4.48,0.132,12.01,93.83,8.59,4.61
2019-12-06 03:00:00,,4.82,0.132,12.03,93.56,8.54,4.45
2019-12-06 02:00:00,,4.91,0.132,11.88,92.62,8.52,4.55
2019-12-06 01:00:00,,5.48,0.132,12.09,93.5,8.51,4.24
2019-12-06 00:00:00,,10.44,0.132,11.95,93.04,8.52,4.49
2019-12-05 23:00:00,,22.83,0.132,12,93.6,8.54,4.57
2019-12-05 22:00:00,,4.97,0.132,11.96,93.28,8.55,4.54
2019-12-05 21:00:00,,4.38,0.132,11.96,93.37,8.52,4.58
2019-12-05 20:00:00,,5.95,0.131,12.1,94.15,8.55,4.47
2019-12-05 19:00:00,,5.65,0.132,11.98,93.36,8.54,4.52
2019-12-05 18:00:00,,5,0.132,12.07,93.99,8.56,4.49
2019-12-05 17:00:00,,4.9,0.132,12.11,94.32,8.55,4.51
2019-12-05 16:00:00,12.71,4.59,0.132,12.04,93.93,8.56,4.55
2019-12-05 15:00:00,,5.19,0.132,12.09,94.07,8.58,4.46
2019-12-05 14:00:00,,5.43,0.132,12.05,93.74,8.56,4.47
2019-12-05 13:00:00,,4.45,0.132,12.12,94.43,8.59,4.5
2019-12-05 12:00:00,,4.43,0.132,12.19,94.68,8.59,4.4
2019-12-05 11:00:00,,5.43,0.132,12.17,94.56,8.58,4.41
2019-12-05 10:00:00,,5.07,0.132,12.32,95.88,8.6,4.46
2019-12-05 09:00:00,,4.25,0.132,12.24,95.21,8.62,4.46
2019-12-05 08:00:00,,4.39,0.132,12.31,95.54,8.64,4.36
2019-12-05 07:00:00,,5.28,0.132,12.29,95.49,8.63,4.41
2019-12-05 06:00:00,,6.34,0.132,12.2,94.83,8.64,4.43
2019-12-05 05:00:00,,4.13,0.132,12.17,94.56,8.61,4.42
2019-12-05 04:00:00,14.11,3.97,0.132,12.13,94.12,8.59,4.35
2019-12-05 03:00:00,,5.61,0.132,12.11,93.83,8.55,4.29
2019-12-05 02:00:00,,4.7,0.132,12,92.99,8.54,4.3
2019-12-05 01:00:00,,5.16,0.132,11.98,92.82,8.53,4.29
2019-12-05 00:00:00,,4.75,0.132,12.07,93.19,8.55,4.16
2019-12-04 23:00:00,,5.19,0.132,12.04,93.18,8.54,4.25
2019-12-04 22:00:00,,4.77,0.132,12.07,93.33,8.55,4.24
2019-12-04 21:00:00,,4.5,0.131,12.07,93.38,8.56,4.23
2019-12-04 20:00:00,,4.82,0.131,12.14,93.62,8.56,4.12
2019-12-04 19:00:00,,4.94,0.132,12.08,93.29,8.57,4.16
2019-12-04 18:00:00,,5.18,0.132,12.06,93.21,8.5,4.22
2019-12-04 17:00:00,,4.55,0.131,12.18,93.84,8.58,4.08
2019-12-04 16:00:00,12.71,4.68,0.132,12.31,94.48,8.6,3.94
2019-12-04 15:00:00,,3.97,0.132,12.35,94.8,8.57,3.94
2019-12-04 14:00:00,,24.47,0.132,12.26,94.32,8.59,4.04
